Artist Name(s);Album Name;Album Release Date;Track duration (s);Explicit;Popularity;Artist Genres;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Time Signature;Label;Copyrights;;;
Clean Bandit, Sean Paul, Anne-Marie;Rockabye (feat, Sean Paul & Anne-Marie);21/10/2016;251,088;0;78;pop,uk dance,uk funky,dance pop,dancehall,pop,pop rap,pop;0,72;0,763;9;-4,068;0;0,0523;0,406;0;0,18;0,742;101,965;4;Atlantic Records UK;C © 2016 Atlantic Records UK, a Warner Music Group company, P ? 2016 Atlantic Records UK, a Warner Music Group company;;;0,251088
Machine Gun Kelly, blackbear;my ex's best friend (with blackbear);07/08/2020;138,97;1;1;ohio hip hop,pop rap,pop;0,728;0,685;5;-5,096;0;0,0433;0,00391;0;0,152;0,33;124,934;4;Bad Boy/Interscope Records;C © 2020 Bad Boy/Interscope Records, P ? 2020 Bad Boy/Interscope Records;;;0,13897
Jigsaw;Anthology;10/08/1975;171,586;0;0;classic uk pop;0,611;0,497;11;-11,138;0;0,0275;0,00703;0;0,162;0,603;134,96;4;Splash Records (london);C 2011 Splash Records (london), P 2011 Splash Records (london);;;0,171586
Sigma, Birdy;Find Me;04/11/2016;204,444;0;0;dancefloor dnb,house,pop dance,uk dance,neo mellow,uk pop;0,572;0,797;5;-3,995;0;0,0483;0,064;0;0,105;0,252;135,006;4;Universal Music Group;C © 2016 3 Beat Productions Ltd, P ? 2016 3 Beat Productions Ltd;;;0,204444
Da Hool;Clubland - Dance Hits: The Biggest Tracks Of All Time, Vol, 1;04/12/2015;213,466;0;0;bubble trance;0,793;0,644;7;-8,208;1;0,0805;0,00412;0,92;0,0509;0,119;131,96;4;Central Station Records;P 2015 Central Station Records;;;0,213466
Jimmy Jones;Classic and Collectable - Jimmy Jones - Good Timin';28/03/2015;129,306;0;4;doo-wop,rhythm and blues;0,599;0,589;0;-7,727;0;0,197;0,689;0,00813;0,145;0,96;145,171;4;Fidelity Masters;C (C) 2015 Fidelity Masters, P (P) 2015 Fidelity Masters;;;0,129306
Frankie Avalon;Beach Party;04/12/2013;157,52;0;25;adult standards,bubblegum pop,doo-wop,easy listening,rock-and-roll,rockabilly;0,51;0,349;5;-8,677;1;0,0264;0,762;0;0,13;0,586;94,267;4;Desert Sands Music;C 2013 Desert Sands Music, P 2013 Desert Sands Music;;;0,15752
Charlie Puth;Some Type of Love;01/05/2015;187,884;0;53;pop,viral pop;0,439;0,445;2;-6,972;1;0,0383;0,692;0;0,0605;0,163;77,198;4;Artist Partner;C © 2015 Artist Partner Group, Inc, P ? 2015 Artist Partner Group, Inc;;;0,187884
Bob Evans;Suburban Songbook;10/06/2006;198,973;0;42;australian alternative rock,australian indie,perth indie;0,457;0,328;7;-10,845;1;0,0275;0,787;0;0,411;0,568;96,233;4;Capitol;C © 2006 EMI Recorded Music Australia Pty Ltd,, P ? 2006 EMI Recorded Music Australia Pty Ltd,;;;0,198973
Elton John;Elton John;10/04/1970;241,786;0;83;glam rock,mellow gold,piano rock,rock;0,554;0,315;3;-11,028;1;0,0298;0,828;0,00000553;0,101;0,325;128,157;4;UMC (Universal Music Catalogue);C © 2008 Mercury Records Limited, P This Compilation ? 2008 Mercury Records Limited;;;0,241786
The Murmaids;Popsicles and Icicles: the Best of the Murmaids;04/01/2011;155,4;0;3;classic girl group;0,641;0,209;3;-15,404;1;0,0354;0,597;0;0,127;0,666;124,013;4;Classic Music International;C 2011 Classic Music International, P 2011 Classic Music International;;;0,1554
Tom Petty;Full Moon Fever;01/01/1989;256;0;82;album rock,classic rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock;0,623;0,449;5;-13,333;1;0,0253;0,212;0;0,0613;0,572;84,383;4;Geffen*;C © 1989 MCA Records Inc,, P ? 1989 Geffen Records;;;0,256
Cheryl, Tinie Tempah;Only Human (Deluxe);01/01/2014;225,74;0;32;dance pop,post-teen pop,talent show,dance pop,grime,pop rap;0,823;0,914;11;-3,521;0;0,0498;0,0016;0,000729;0,276;0,8;120,588;4;Polydor Records;C © 2014 Polydor Ltd, (UK), P ? 2014 Polydor Ltd, (UK);;;0,22574
Jamelia;Thank You;30/06/2003;215,48;0;4;europop,talent show;0,801;0,645;1;-6,93;1;0,0356;0,0457;0;0,0357;0,824;110,01;4;Woah Dad!;C 2003 Woah Dad!, P 2003 Woah Dad!;;;0,21548
Salt-N-Pepa;Blacks' Magic;01/01/1990;213,266;0;0;girl group,golden age hip hop,hip hop,hip pop,old school hip hop,queens hip hop;0,862;0,533;6;-13,566;1;0,15;0,0501;0;0,227;0,777;106,928;4;Universal Music Group;C © 1990 The Island Def Jam Music Group, The Island Def Jam Music Group, P ? 1990 The Island Def Jam Music Group, The Island Def Jam Music Group;;;0,213266
Kid Cudi, Crookers;Class Of '09;17/04/2020;166,6;0;27;hip hop,ohio hip hop,pop rap,rap,fidget house;0,78;0,737;11;-5,505;0;0,0528;0,146;0,00207;0,0616;0,969;130,013;4;UME - Global Clearing House;C © 2020 UMG Recordings, Inc,, P ? 2020 UMG Recordings, Inc, FP;;;0,1666
Barrett Strong;The Collection;01/01/2004;158,493;0;63;motown,rhythm and blues;0,656;0,813;5;-7,324;1;0,033;0,349;0;0,114;0,96;132,313;4;UNI/MOTOWN;C © 2004 Spectrum Music, P This Compilation ? 2004 Spectrum Music;;;0,158493
Young the Giant;Young The Giant;01/01/2011;244,4;0;42;indietronica,modern alternative rock,modern rock,pov: indie,stomp and holler;0,488;0,909;10;-6,591;1;0,0929;0,0011;0,0000102;0,456;0,643;129,774;4;Roadrunner Records;C © 2010 The All Blacks B,V,, P ? 2010 The All Blacks B,V,;;;0,2444
Arctic Monkeys;Whatever People Say I Am, That's What I'm Not;29/01/2006;173,68;0;78;garage rock,modern rock,permanent wave,rock,sheffield indie;0,535;0,948;6;-4,19;0;0,0356;0,00225;0;0,376;0,778;103,183;4;Domino Recording Co;C 2005 Domino Recording Co Ltd, P 2005 Domino Recording Co Ltd;;;0,17368
Reece Mastin;Beautiful Nightmare;22/10/2012;213,626;0;40;australian pop,australian talent show;0,407;0,895;7;-3,089;1;0,151;0,00598;0;0,218;0,832;186,031;4;Sony Music Entertainment;P (P) 2012 Sony Music Entertainment Australia Pty Ltd,;;;0,213626
Justin Bieber, Nicki Minaj;Believe (Deluxe Edition);01/01/2012;227,986;0;0;canadian pop,pop,hip pop,pop,queens hip hop,rap;0,601;0,845;0;-4,711;1;0,0653;0,00116;0,0001;0,0653;0,662;127,97;4;Universal Music Group;C © 2012 The Island Def Jam Music Group, P ? 2012 The Island Def Jam Music Group;;;0,227986
The Loved Ones;Magic Box;01/01/1995;160,106;0;16;australian rock;0,5;0,355;2;-11,344;1;0,0359;0,177;0,0000324;0,31;0,859;123,447;4;Universal Music Australia Pty, Ltd,;C © 1995 Polygram Pty Ltd, P ? 1995 Polygram Pty Ltd;;;0,160106
The Ting Tings;We Started Nothing;01/01/2007;202,813;0;49;alternative dance,dance-punk,new rave;0,787;0,899;9;-2,014;0;0,034;0,104;0,00181;0,126;0,48;125,009;4;Columbia;"P Track 1 (P) 2007; all other tracks (P) 2008 Sony Music Entertainment UK";;;0,202813
Lady Gaga;Stupid Love;28/02/2020;193,53;0;34;art pop,dance pop,pop;0,676;0,815;8;-4,294;1;0,0625;0,00146;0,00041;0,275;0,796;117,973;4;Interscope Records;C © 2020 Interscope Records, P ? 2020 Interscope Records;;;0,19353
Adele;19;28/01/2008;212,04;0;1;british soul,pop,pop soul,uk pop;0,559;0,172;10;-10,636;1;0,0291;0,907;0,000383;0,105;0,0955;77,025;4;XL Recordings;C 2008 XL Recordings Ltd,, P 2008 XL Recordings Ltd,;;;0,21204
Kids In The Kitchen;Shine;01/01/1985;228,333;0;27;australian rock;0,606;0,61;0;-13,231;1;0,0407;0,407;0,000759;0,0553;0,834;119,212;4;WM Australia;C © 1985 Mushroom Records, P ? 1985 Mushroom Records;;;0,228333
Zara Larsson;Ain't My Fault;01/01/2016;224,03;0;0;pop,scandipop,swedish electropop,swedish pop;0,576;0,782;6;-4,825;0;0,0296;0,00778;0;0,285;0,355;141,153;4;Epic/Record Company TEN;P (P) 2016 Record Company TEN, exclusively licensed by Epic Records, a division of Sony Music Entertainment;;;0,22403
Lady Gaga;Bad Romance;01/01/2009;294,64;0;49;art pop,dance pop,pop;0,695;0,919;0;-3,769;1;0,0381;0,00264;0,000041;0,062;0,717;119,002;4;Interscope;C © 2009 Interscope Records, P ? 2009 Interscope Records;;;0,29464
The Capris;Morse Code Of Love;01/01/1992;132,306;0;0;doo-wop;0,325;0,382;6;-13,324;1;0,0387;0,896;0;0,387;0,619;201,924;3;Resnik Music Group;C (C) 2011 Resnik Music Group;;;0,132306
David Bowie;"""Heroes"" (2017 Remaster)";01/01/1977;371,413;0;78;art rock,classic rock,glam rock,permanent wave,rock;0,489;0,758;7;-6,491;1;0,0297;0,000678;0,49;0,092;0,435;112,113;4;Parlophone UK;C © 2017 Jones/Tintoretto Entertainment Company LLC, P ? 1977, 2017 Jones/Tintoretto Entertainment Company LLC under exclusive license to Parlophone Records Ltd, a Warner Music Group Company;;;0,371413
The Who;Who Are You (Remastered);18/08/1978;378,706;0;0;album rock,british invasion,classic rock,hard rock,rock;0,651;0,661;9;-11,405;1;0,0511;0,265;0,00313;0,106;0,489;156,371;4;Universal Music Group;C © 1996 Polydor Ltd, (UK), P ? 1996 Polydor Ltd, (UK);;;0,378706
will,i,am, Cody Wise;It’s My Birthday;01/01/2014;252,613;0;0;dance pop,pop;0,76;0,718;5;-4,443;0;0,0476;0,0817;0;0,0903;0,419;100,01;4;Universal Music Group;C © 2014 Interscope Records, P ? 2014 Interscope Records;;;0,252613
Michael Bublé;Nobody but Me (Deluxe);21/10/2016;195,68;0;36;adult standards,canadian pop,jazz pop,lounge;0,493;0,534;7;-5,524;1;0,0401;0,512;0;0,361;0,616;120,179;4;Reprise;C © 2016 Reprise Records, P ? 2016 Reprise Records;;;0,19568
The Kinks;Lola Versus Powerman and the Money-Go-Round, Pt, 1;27/11/1970;241,04;0;0;album rock,art rock,british invasion,classic rock,folk rock,glam rock,protopunk,psychedelic rock,rock,singer-songwriter;0,474;0,917;9;-4,19;1;0,0395;0,582;0,231;0,2;0,902;152,113;4;Sanctuary;C (C) 2004 Sanctuary Records Group Ltd,, a BMG Company, under exclusive license to INgrooves, P (P) 1970 Sanctuary Records Group Ltd,, a BMG Company, under exclusive license to INgrooves;;;0,24104
Billy Joel;The Stranger (Legacy Edition);01/01/1977;235,56;0;72;album rock,classic rock,heartland rock,mellow gold,piano rock,rock,singer-songwriter,soft rock;0,579;0,872;0;-6,126;1;0,159;0,159;0;0,0935;0,761;76,214;4;Columbia/Legacy;P (P) 1977 Columbia Records, a division of Sony Music Entertainment/(P) 2008 Columbia Records, a division of Sony Music Entertainment;;;0,23556
Phoenix;Wolfgang Amadeus Phoenix;25/05/2009;193,12;0;0;alternative dance,indie rock,modern rock,new rave,rock independant francais;0,607;0,835;0;-5,427;1;0,0415;0,0588;0,0000471;0,195;0,719;144,087;4;Liberator Music;C 2013 Ghettoblaster S,A,R,L, under exlcuse license to Glassnote Entertainment Group LLC, P 2013 Ghettoblaster S,A,R,L, under exlcuse license to Glassnote Entertainment Group LLC;;;0,19312
Laura Pausini;From the Inside;05/11/2002;236,253;0;36;europop,italian adult pop,latin arena pop,mexican pop;0,641;0,889;9;-2,898;1;0,0336;0,0252;0;0,233;0,414;125,944;4;CGD/EastWest Italy;C © 2003 Atlantic Recording Corporation, P ? 2003 CGD East West divisione Warner Music Italia S,r,l,;;;0,236253
Illy, Anne-Marie;Catch 22 (feat, Anne-Marie);10/10/2016;221,417;1;41;australian hip hop,australian trap,pop;0,765;0,561;0;-7,464;1;0,0987;0,0981;0;0,141;0,584;97,447;4;WM Australia;C © 2016 ONETWO, P ? 2016 ONETWO, Marketed and distributed by Warner Music Australia Pty Ltd under exclusive license;;;0,221417
Crazy Town;The Gift Of Game;04/11/1999;216,733;0;76;alternative metal,funk metal,nu metal,post-grunge,rap rock;0,736;0,811;9;-4,17;0;0,081;0,00132;0,000142;0,107;0,609;103,502;4;Columbia;P (P) 1999 SONY BMG MUSIC ENTERTAINMENT;;;0,216733
KC & The Sunshine Band;KC & the Sunshine Band;01/01/1975;185,106;0;67;disco,mellow gold,new wave pop,soft rock,soul;0,68;0,877;5;-10,241;0;0,0353;0,191;0,000656;0,349;0,922;108,674;4;Rhino;C © 1975 Rhino Entertainment, P ? 1975 Rhino Entertainment, Marketed by Rhino Entertainment, a Warner Music Group Company;;;0,185106
Duran Duran;Rio (Collector's Edition);10/05/1982;290,746;0;44;album rock,dance rock,new romantic,new wave,new wave pop,rock,soft rock,synthpop;0,629;0,848;4;-7,632;0;0,043;0,00929;0,000139;0,0629;0,811;123,601;4;Parlophone UK;C © 2009 Parlophone Records Ltd, a Warner Music Group Company, P ? 2009 Parlophone Records Ltd, a Warner Music Group Company;;;0,290746
Van Halen;Van Halen (Remastered);10/02/1978;156,146;0;74;album rock,classic rock,hard rock,rock;0,454;0,946;1;-5,978;0;0,13;0,0223;0;0,173;0,647;138,18;4;Rhino/Warner Records;C © 1978 Warner Records Inc,, P ? 1978 Warner Records Inc, Marketed by Rhino Entertainment Company, a Warner Music Group Company,;;;0,156146
Tex Morton;Tex Morton's Australia;16/01/2018;156,493;0;0;classic australian country,classic nz country,yodeling;0,699;0,585;2;-13,205;1;0,0634;0,752;0,000237;0,372;0,905;124,17;4;The Music Factory;P 2018 V&H Holdings Pty Ltd;;;0,156493
Gary Moore;Still Got The Blues;01/01/1990;370,866;0;69;blues rock,british blues,electric blues;0,189;0,39;9;-14,497;0;0,0353;0,257;0,000152;0,122;0,32;169,563;3;Virgin Records;C © 1990 Virgin Records Limited, P ? 1990 Virgin Records Limited;;;0,370866
Lloyd Price;Mr Personality;27/01/2014;135,853;0;0;doo-wop,louisiana blues,memphis blues,new orleans blues,rhythm and blues,rock-and-roll,rockabilly;0,566;0,742;0;-5,045;1;0,0321;0,331;0;0,218;0,822;122,893;4;SHOUT!;C 2014 SHOUT!, P 2014 SHOUT!;;;0,135853
Billy Joel;The Bridge;28/07/1986;248,746;0;60;album rock,classic rock,heartland rock,mellow gold,piano rock,rock,singer-songwriter,soft rock;0,738;0,662;2;-8,371;1;0,0268;0,0589;0,0000454;0,306;0,88;110,304;4;Columbia;P (P) 1986 Columbia Records, a divsiion of Sony Music Entertainment;;;0,248746
Linkin Park;Transformers: Revenge Of The Fallen The Album;12/06/2009;268,613;0;74;alternative metal,nu metal,post-grunge,rap metal,rock;0,493;0,808;5;-3,365;0;0,0362;0,000235;0;0,0983;0,38;117,971;4;Reprise;C © 2009 Motion Picture Artwork, Photos, Copyright C2009 DW STUDIOS L,L,C, and PARAMOUNT PICTURES, All Rights Reserved, HASBRO, TRANSFORMERS and all related characters are trademarks of HASBRO, C2009 HASBRO, All Rights Reserved, This Compilation C2009 Reprise Records for the U,S, and WEA International Inc, for the world outside the U,S,, P ? 2009 This compilation P2009 Reprise Records for the U,S, and WEA International Inc, for the world outside the U,S,;;;0,268613
The Presets;Beams (Deluxe);12/09/2005;203,986;0;40;alternative dance,australian dance,australian indie;0,667;0,781;0;-3,311;1;0,0799;0,00596;0,00000198;0,463;0,568;132,952;4;Universal Music Australia Pty, Ltd,;C © 2018 Modular Recordings, P ? 2018 Modular Recordings;;;0,203986
Jon English;English History;01/01/1979;293,426;0;37;australian rock;0,328;0,404;4;-13,492;0;0,0465;0,037;0,00132;0,118;0,351;174,857;4;Ambition Entertainment Pty Ltd;C © 2011 Sound One Pty Limited, P ? 1979 Sound One Pty Limited;;;0,293426
Aloe Blacc;Good Things;18/03/2011;243,533;0;1;pop soul,r&b;0,842;0,484;1;-7,111;0;0,0341;0,181;0;0,0868;0,951;95,51;4;Sony Music Entertainment;P (P) 2010 Stones Throw LLC;;;0,243533
Paul Simon;Still Crazy After All These Years;25/10/1975;217,346;0;74;classic rock,folk,folk rock,mellow gold,permanent wave,rock,singer-songwriter,soft rock;0,815;0,372;7;-12,814;1;0,0752;0,166;0,000116;0,0767;0,293;101,684;4;Legacy Recordings;P (P) 1975 & 2004 Paul Simon under exclusive license to Sony Music Entertainment,;;;0,217346
Selena Gomez, A$AP Rocky;Revival (Deluxe);09/10/2015;221,28;0;70;pop,post-teen pop,east coast hip hop,hip hop,rap,trap;0,607;0,673;5;-6,484;0;0,0611;0,181;0;0,069;0,215;88,952;4;Selena Gomez PS;C © 2015 Interscope Records, P ? 2015 Interscope Records;;;0,22128
Mac Davis;Baby Don't Get Hooked On Me;09/09/1972;183,933;0;53;bubblegum pop,classic country pop,country rock;0,495;0,307;9;-18,168;1;0,0403;0,26;0,0000521;0,103;0,802;80,97;4;Columbia/Legacy;P (P) 1972 SONY BMG MUSIC ENTERTAINMENT;;;0,183933
The Police;Synchronicity;01/06/1983;253,886;0;0;album rock,classic rock,permanent wave,rock;0,813;0,46;1;-9,78;1;0,0346;0,56;0,0105;0,0724;0,729;117,387;4;A&M;C © 2003 A&M Records, P ? 2003 A&M Records;;;0,253886
Starley;Arms Around Me;13/03/2020;181,363;0;48;aussietronica;0,702;0,684;10;-5,669;1;0,035;0,101;0;0,0646;0,625;114,068;4;Universal Music Australia (Distribution);C © 2020 Central Station Records, P ? 2020 Central Station Records;;;0,181363
Delta Goodrem;Delta;20/10/2007;346,76;0;0;australian pop,australian talent show;0,375;0,675;2;-5,338;0;0,0313;0,414;0,000192;0,306;0,157;121,956;4;Columbia;P (P) 2007 SONY BMG MUSIC ENTERTAINMENT (AUSTRALIA) PTY LIMITED;;;0,34676
Depeche Mode;Playing the Angel (Deluxe);13/10/2005;250,16;0;68;dance rock,new romantic,new wave,permanent wave,rock,synthpop;0,568;0,883;1;-4,575;1;0,0271;0,0973;0,0476;0,104;0,861;104,987;4;Venusnote Ltd,;P (P) 2005 Venusnote Ltd, under exclusive license to Sony Music Entertainment International Ltd,;;;0,25016
Yvonne Fair;Motown Queens;01/12/2017;207,373;0;12;classic soul;0,691;0,382;10;-10,745;1;0,136;0,424;0,000506;0,201;0,763;183,534;4;Universal Music Group International;C © 2017 Universal Music International B,V,, P This Compilation ? 2017 Universal Music International B,V,;;;0,207373
The Hooters;Hooterization: A Retrospective;03/09/1996;357,426;0;34;philly indie;0,532;0,589;9;-12,405;0;0,0505;0,342;0,0968;0,0724;0,615;86,549;4;Columbia/Legacy;P (P) 1996 Sony Music Entertainment Inc,;;;0,357426
Birdy;Beautiful Lies (Deluxe);25/03/2016;170,72;0;30;neo mellow,uk pop;0,528;0,133;4;-12,725;0;0,0633;0,918;0;0,316;0,301;85,654;4;Atlantic Records UK;C © 2016 Jasmine Van Den Bogaerde under exclusive licence to Atlantic Records UK, a Warner Music Group company, P ? 2016 Jasmine Van Den Bogaerde under exclusive licence to Atlantic Records UK, a Warner Music Group company;;;0,17072
London Grammar, High Contrast;Strong;01/01/2013;330,173;0;40;metropopolis,nottingham indie,drum and bass,uk dance,uk dnb;0,405;0,938;10;-3,259;1;0,0382;0,00271;0,113;0,118;0,18;173,001;4;Dew Process;C © 2013 Metal & Dust Recordings Ltd / Ministry of Sound Recordings Ltd,, P ? 2013 Metal & Dust Recordings Ltd / Ministry of Sound Recordings Ltd,, Marketed and distributed under exclusive license by Dew Process/Universal Music Australia Pty Ltd;;;0,330173
Kaiser Chiefs;Off with Their Heads;20/10/2008;173,813;0;0;modern rock,rock;0,621;0,884;4;-5,534;1;0,0522;0,000143;0,00000738;0,113;0,798;112,053;4;B Unique UK Ltd;C 2008 Hipgnosis Songs Fund Limited, P 2008 Hipgnosis Songs Fund Limited;;;0,173813
Billy Vera & The Beaters;Hopeless Romantic: The Best Of Billy Vera & The Beaters;24/06/2008;260,746;0;33;;0,392;0,278;6;-10,888;1;0,0363;0,608;0,00000318;0,979;0,146;131,12;4;Shout! Factory;C (C) 2008 Billy Vera, P (P) 2008 Billy Vera;;;0,260746
Avril Lavigne;The Best Damn Thing;13/04/2007;240,493;0;0;canadian pop,candy pop,pop;0,458;0,719;4;-3,921;0;0,0323;0,189;0;0,228;0,168;142,032;4;RCA Records Label;P (P) 2007 RCA Records, a Unit of SONY BMG MUSIC ENTERTAINMENT;;;0,240493
Transvision Vamp;Pop Art;01/01/1988;209,906;0;50;candy pop,new wave pop;0,465;0,821;4;-11,115;1;0,0487;0,0133;0,00855;0,447;0,697;149,824;4;Universal-Island Records Ltd,;C © 1988 MCA Records Ltd,, P ? 1988 MCA Records Ltd,;;;0,209906
Boyce Avenue;New Acoustic Sessions, Vol, 4;20/07/2012;138,201;0;0;acoustic cover,neo mellow,viral pop;0,473;0,303;11;-8,48;0;0,031;0,835;0;0,109;0,536;81,153;4;3 Peace Records;C 2013 3 Peace Records, P 2013 3 Peace Records;;;0,138201
Suzi Quatro;Suzi Quatro;01/10/1973;214,4;0;0;glam rock;0,646;0,831;10;-6,011;0;0,16;0,017;0,91;0,422;0,593;133,431;4;Chrysalis Records;C 2016 Chrysalis Records Limited, P 1973 Chrysalis Records Limited;;;0,2144
Rick Astley;Whenever You Need Somebody;12/11/1987;233,666;0;0;new romantic,new wave pop,soft rock,sophisti-pop,synthpop;0,716;0,946;0;-13,01;0;0,0402;0,108;0,00000948;0,184;0,524;115,18;4;Sony Music CG;P (P) 1987 Sony Music Entertainment UK Limited under exclusive license to BMG Rights Management (UK) Limited;;;0,233666
Collective Soul;Hints, Allegations & Things Left Unsaid;29/03/1994;306,04;0;0;alternative rock,grunge,pop rock,post-grunge,rock;0,54;0,423;6;-8,799;1;0,0283;0,294;0,0884;0,152;0,353;150,135;4;Concord Music Group;C 1994 Concord Music Group, Inc,, P 1994 Concord Music Group, Inc,;;;0,30604
Timomatic;Timomatic;24/08/2012;196,76;0;30;australian pop,australian talent show;0,651;0,912;6;-2,428;1;0,211;0,00634;0,000601;0,113;0,575;128,035;4;Sony Music Entertainment;P All tracks (P) 2012 Sony Music Entertainment Australia Pty Ltd except track 6, (P) 2011 Sony Music Entertainment Australia Pty Ltd,;;;0,19676
Phil Oakey, Giorgio Moroder;Philip Oakey & Giorgio Moroder;29/07/1985;232,666;0;66;new wave pop,synthpop,disco;0,705;0,524;3;-14,051;1;0,026;0,236;0,000013;0,0767;0,798;129,847;4;EMI Marketing;C © 1985 Virgin Records Limited, P ? 2003 Virgin Records Limited;;;0,232666
Silverchair;Neon Ballroom;08/03/1999;247,786;0;47;alternative metal,alternative rock,australian alternative rock,australian psych,australian rock,grunge,nu metal,post-grunge;0,325;0,768;2;-7,51;1;0,0491;0,0426;0,00000404;0,27;0,454;176,6;4;Sony Music Entertainment;P (P) 1999 Sony Music Entertainment Australia Pty Ltd;;;0,247786
The Master's Apprentices;Greatest Hits;01/01/1995;202,84;0;7;australian rock;0,346;0,828;9;-4,514;1;0,0617;0,682;0,0259;0,324;0,597;135,836;4;EMI Music Australia;C © 1995 EMI Recorded Music Australia Pty Ltd,, P ? 1995 EMI Recorded Music Australia Pty Ltd,;;;0,20284
